ID,int_rc
10001,0.0275348150501737
10002,0.23071048815205406
10003,0.025296100562468744
10004,0.23819603800496011
10005,0.1950452514480601
10006,0.2514431312618106
10007,0.24468026807329069
10008,0.022885922795512884
10009,0.26600722134137766
10010,0.2992708301695304
10011,0.023311060699800656
10012,0.2525096301608369
10013,0.022656840842498478
10014,0.02525016810400838
10015,0.23963291764745798
10016,0.025647909323997013
10017,0.027526342638696924
10018,0.03068184363971102
10019,0.2446431476308354
10020,0.24055282430315164
10021,0.2389649965885496
10022,0.17745367517317798
10023,0.11497580486132834
10024,0.041459988097055304
10025,0.023772112975646634
10026,0.15770137563370434
10027,0.037661549636331955
10028,0.26756600478975945
10029,0.310063317470627
10030,0.24884062832738826
10031,0.03993919757486428
10032,0.24588576334859888
10033,0.2728532445591971
10034,0.28078779143228855
10035,0.04654574779520382
10036,0.2107259383425009
10037,0.027394272392174908
10038,0.0346084037267616
10039,0.2636121853279433
10040,0.02322578745959352
10041,0.028727118894067632
10042,0.025758118515865007
10043,0.027423780742028298
10044,0.023361665334394745
10045,0.26419425547521797
10046,0.023100830140867036
10047,0.02894344388201938
10048,0.22809710685831416
10049,0.2697047052159459
10050,0.02290927691145677
10051,0.03224865598158609
10052,0.1795781226084456
10053,0.03245172994374759
10054,0.28322022960856963
10055,0.24906760217994178
10056,0.24642856786154815
10057,0.022631568885719683
10058,0.2551114967537411
10059,0.023508816297706105
10060,0.15876150021581995
10061,0.20543544447713724
10062,0.02373113095595102
10063,0.1257734288739525
10064,0.17277924190609387
10065,0.24781136369901152
10066,0.0828957550656718
10067,0.022991747244166104
10068,0.251906490781046
10069,0.03813047161989671
10070,0.17906383859604802
10071,0.2622207140996472
10072,0.23777062330626383
10073,0.2699641987377841
10074,0.02640525984686907
10075,0.22158298122503137
10076,0.2642776783523734
10077,0.13675807327064612
10078,0.024914363408310276
10079,0.02316106542341849
10080,0.2649529850961012
10081,0.20943532776416587
10082,0.2569707922206328
10083,0.23167235494639674
10084,0.22606413138454656
10085,0.02961771522991727
10086,0.25433800414172086
10087,0.22402468990938598
10088,0.18530354692548154
10089,0.21542895950686528
10090,0.208362551039739
10091,0.025742402729339288
10092,0.02304266840312139
10093,0.03613840540541677
10094,0.033282761095617126
10095,0.024384222859870484
10096,0.14499291424568694
10097,0.022670820084808935
10098,0.23131793096139514
10099,0.027333385799981715
10100,0.2566511120168367
10101,0.0633467286779665
10102,0.17767166809653095
10103,0.022946617906247593
10104,0.026183091361710813
10105,0.030053552777787332
10106,0.022659044444389976
10107,0.032194398229523497
10108,0.0701461041061425
10109,0.02436391693758071
10110,0.27180270194590617
10111,0.025894870820179234
10112,0.044157291131064105
10113,0.23596995854187594
10114,0.029726312790362856
10115,0.23034352029333063
10116,0.02493012581770499
10117,0.15503629729312998
10118,0.21787294568435828
10119,0.023747482018776515
10120,0.26623382001088686
10121,0.02378674026006108
10122,0.2036738681937094
10123,0.20479435830062725
10124,0.022524640145897914
10125,0.023427720026079346
10126,0.25569753298158326
10127,0.02286656508619397
10128,0.07136658589393836
10129,0.2800056637597572
10130,0.044388137326327154
10131,0.2766412767717748
10132,0.023456061049275823
10133,0.023221720578881094
10134,0.03119514192379548
10135,0.025491700274035415
10136,0.026933165634036714
10137,0.0226724039612341
10138,0.2600421109206694
10139,0.11297643332257885
10140,0.19233915701402907
10141,0.2603042451849565
10142,0.023267147197673265
10143,0.02350391985580984
10144,0.23751517189378948
10145,0.21957388371677408
10146,0.2471702417624993
10147,0.2932874358789179
10148,0.2618994128264286
10149,0.024313086196630924
10150,0.23904902181936685
10151,0.2641437834367859
10152,0.26142892748512636
10153,0.03628700184519972
10154,0.24439931910460658
10155,0.20548064584945258
10156,0.023297134862933583
10157,0.03177185125166655
10158,0.23714791569766375
10159,0.026698589219449224
10160,0.2530963416167529
10161,0.026984713058316605
10162,0.1603638096185877
10163,0.02335346073915467
10164,0.023811303892757405
10165,0.22168543497837515
10166,0.02547903652619152
10167,0.19950687141865256
10168,0.24557558536721338
10169,0.02428055963389527
10170,0.023040601150757848
10171,0.03717810541191195
10172,0.24859589962396533
10173,0.17122556172169037
10174,0.24743767215027376
10175,0.19489975765768677
10176,0.2287364731455191
10177,0.023763281587260987
10178,0.2009509976718117
10179,0.022548874670081355
10180,0.2268389752024431
10181,0.024713568612721164
10182,0.2273497592145833
10183,0.25126155299119923
10184,0.023191392203570173
10185,0.25421127471736876
10186,0.23153273464032612
10187,0.24031200172615372
10188,0.023055209893023027
10189,0.029180672878547823
10190,0.2692915423278148
10191,0.2349514112120746
10192,0.04943516483503042
10193,0.2286236675927055
10194,0.28268598534083195
10195,0.07900111802753923
10196,0.043245800117423086
10197,0.03736863804217873
10198,0.023045424751137
10199,0.25174210753752707
10200,0.025004657422063058
10201,0.025600356949717518
10202,0.022740790255265424
10203,0.023418962862617996
10204,0.26317202821581936
10205,0.04470711166129694
10206,0.026032625218503438
10207,0.02295054505180109
10208,0.024406947000894966
10209,0.15647913240231637
10210,0.0621825522810322
10211,0.24993439700156167
10212,0.240294386258447
10213,0.23095879540274108
10214,0.02323874652505053
10215,0.24880397260343487
10216,0.24370630031837495
10217,0.03392291123001291
10218,0.09476154226347484
10219,0.2486525420592027
10220,0.22030295700821137
10221,0.2677119996429981
10222,0.25483282853230455
10223,0.25208031837319983
10224,0.25579586770804746
10225,0.05548961281752918
10226,0.02466602399520891
10227,0.24287661571206606
10228,0.10457103775117603
10229,0.023914882846571596
10230,0.023415515196949135
10231,0.025995845944778224
10232,0.106834276321947
10233,0.02350674737352367
10234,0.18132078446810143
10235,0.26903858780755646
10236,0.023247983483527968
10237,0.023120471389385916
10238,0.023481093330234012
10239,0.2675531481745603
10240,0.26615965969645683
10241,0.2850723576434361
10242,0.25059390201029696
10243,0.07176969818223429
10244,0.13929936429765813
10245,0.022823994190289597
10246,0.24751467596081123
10247,0.23805643479661734
10248,0.24407513180049312
10249,0.22803219965013452
10250,0.23758069795685824
10251,0.024941049143273157
10252,0.023835385547950182
10253,0.2707403077725927
10254,0.25894226557179
10255,0.19840804186174615
10256,0.024199907191642615
10257,0.24080639271093393
10258,0.2681550305917547
10259,0.26848591696049745
10260,0.2152252093961762
10261,0.02718241191506101
10262,0.23259227732481927
10263,0.16067240292947024
10264,0.10139719088649328
10265,0.028869656013811827
10266,0.023500333755721897
10267,0.2652455286086175
10268,0.02367325053794605
10269,0.25375401023188265
10270,0.023903426831148482
10271,0.23465386488102186
10272,0.1793800203378824
10273,0.054734001901832974
10274,0.2719422487347946
10275,0.26981661586770456
10276,0.023501575095536815
10277,0.04893983518867259
10278,0.02312226325588976
10279,0.06724812491324134
10280,0.32555625213358463
10281,0.18020277253320718
10282,0.023152656916824627
10283,0.22478150742539538
10284,0.26826892295641797
10285,0.022860709679404758
10286,0.03026604732243884
10287,0.2929218331767124
10288,0.02287641608123441
10289,0.16944668208947877
10290,0.203604268739482
10291,0.20043649033613345
10292,0.07808444482041367
10293,0.023643726173037897
10294,0.23958693042363216
10295,0.08684112085520602
10296,0.02655651630555511
10297,0.22194220572369297
10298,0.027599056631508696
10299,0.02314590263148793
10300,0.02548242733856623
10301,0.023968439285338258
10302,0.031249096733289183
10303,0.026177202217289957
10304,0.2843833454364292
10305,0.03043883498999627
10306,0.2471268924272362
10307,0.027038346680832163
10308,0.23715062821277375
10309,0.29807645107377007
10310,0.026152676308084453
10311,0.20268375085529855
10312,0.2252087790687382
10313,0.23537526698835712
10314,0.2196885904162295
10315,0.23355218171688802
10316,0.022797612834367247
10317,0.022871111678370474
10318,0.023436339411306156
10319,0.031442173011543804
10320,0.2443734724769825
10321,0.2407485428095906
10322,0.02330913036570228
10323,0.2513061519454075
10324,0.04770775048327472
10325,0.12563449577815
10326,0.03159440039904261
10327,0.23617288307550866
10328,0.2432715878997665
10329,0.24947452868116526
10330,0.15157734898963293
10331,0.11322384055793719
10332,0.10836292538602489
10333,0.025884067942058574
10334,0.2375135241299482
10335,0.023403655384446935
10336,0.22576977981897264
10337,0.20488301489945376
10338,0.06787236671295574
10339,0.0423355807080425
10340,0.02464881767848415
10341,0.21357235206448102
10342,0.1584863453012531
